SUBDIVISION,YEAR,ANNUAL,JF,MAM,JJAS,OND,Dengue cases,ANNUAL_TEMP,JAN-FEB,MAR-MAY,JUN-SEP,OCT-DEC
West Uttar Pradesh,2001,661.7,4.8,44.2,595.2,17.6,21.0,29.99,25.88,32.61,31.62,28.13
West Uttar Pradesh,2002,625.2,54.5,24.2,529.0,17.6,0.0,30.23,25.37,33.06,32.02,28.36
West Uttar Pradesh,2003,1047.5,59.0,12.9,960.5,15.1,738.0,29.75,25.32,32.05,31.72,27.7
West Uttar Pradesh,2004,642.3,21.3,41.7,517.9,61.4,8.0,29.79,25.47,32.69,31.42,27.65
West Uttar Pradesh,2005,725.7,28.0,30.7,663.9,3.1,121.0,29.6,24.96,31.81,31.84,27.5
West Uttar Pradesh,2006,529.3,0.5,58.3,452.0,18.4,639.0,30.06,27.44,32.08,31.39,27.78
West Uttar Pradesh,2007,572.5,67.3,49.3,452.7,3.2,132.0,29.84,25.73,32.32,31.4,28.03
West Uttar Pradesh,2008,799.8,1.2,28.8,760.7,9.1,51.0,29.64,24.72,32.11,31.25,28.29
West Uttar Pradesh,2009,549.2,5.2,22.7,445.3,76.0,168.0,30.3,26.51,32.57,32.24,27.96
West Uttar Pradesh,2010,820.7,16.8,10.0,772.3,21.6,960.0,30.13,25.96,33.47,31.43,27.78
West Uttar Pradesh,2011,777.4,12.5,36.3,725.9,2.7,,29.82,25.33,32.07,31.55,28.23
West Uttar Pradesh,2012,389.6,14.5,6.4,366.0,2.7,,29.81,25.03,32.33,31.77,27.88
West Uttar Pradesh,2013,932.8,89.9,7.2,763.8,71.8,1414.0,29.81,25.58,32.58,31.33,27.83
West Uttar Pradesh,2014,486.9,77.7,39.0,339.4,30.8,200.0,29.72,24.9,31.82,32.0,27.81
West Uttar Pradesh,2015,582.7,38.8,95.9,436.1,11.9,2892.0,29.9,25.74,31.68,31.87,28.27
West Uttar Pradesh,2016,692.8,4.0,39.2,640.1,9.6,,31.63,28.33,34.57,32.28,30.03
West Uttar Pradesh,2017,585.2,23.1,23.4,536.5,2.2,,,,,,
