SUBDIVISION,YEAR,ANNUAL,JF,MAM,JJAS,OND,Dengue cases,ANNUAL_TEMP,JAN-FEB,MAR-MAY,JUN-SEP,OCT-DEC
East Uttar Pradesh,1973,955.7,30.0,18.7,797.0,110.0,,29.44,25.35,32.19,31.28,26.97
East Uttar Pradesh,1974,882.2,3.7,12.1,813.0,53.4,,29.26,24.34,31.92,31.39,27.03
East Uttar Pradesh,1975,1225.5,21.1,21.9,1142.2,40.3,,28.89,24.12,31.62,30.66,26.99
East Uttar Pradesh,1976,923.5,9.5,29.4,879.5,5.2,,29.27,24.61,31.45,31.09,27.76
East Uttar Pradesh,1977,914.1,14.1,40.8,777.1,82.2,,29.41,25.15,31.65,31.22,27.59
East Uttar Pradesh,1978,1116.3,55.0,47.8,995.9,17.6,,29.23,24.36,31.57,31.11,27.64
East Uttar Pradesh,1979,696.5,58.2,21.1,555.5,61.7,,29.63,24.99,31.7,31.87,27.67
East Uttar Pradesh,1980,1488.5,7.1,24.7,1426.0,30.7,,29.58,25.21,32.2,31.36,27.51
East Uttar Pradesh,1981,1110.1,23.3,45.8,1025.7,15.4,,29.32,24.9,31.64,31.34,27.24
East Uttar Pradesh,1982,1110.6,44.6,96.3,933.8,35.9,,29.12,24.51,30.79,31.55,27.26
East Uttar Pradesh,1983,1204.8,21.6,71.5,981.9,129.9,,29.11,24.62,30.84,31.48,27.23
East Uttar Pradesh,1984,1076.7,47.5,21.6,984.4,23.3,,29.28,24.11,32.12,31.09,27.46
East Uttar Pradesh,1985,1175.9,20.8,13.1,970.5,171.6,,29.61,25.29,32.51,31.28,27.35
East Uttar Pradesh,1986,935.3,43.5,32.4,784.4,75.0,,29.33,24.64,31.58,31.44,27.4
East Uttar Pradesh,1987,824.7,17.5,31.3,693.7,82.2,,29.72,25.07,31.37,32.24,27.82
East Uttar Pradesh,1988,1085.1,13.4,48.8,949.7,73.2,,29.55,25.39,31.75,31.34,27.76
East Uttar Pradesh,1989,969.9,18.8,16.6,911.3,23.2,,29.18,24.51,31.35,31.11,27.57
East Uttar Pradesh,1990,1106.1,42.6,53.6,990.6,19.3,,29.14,25.0,30.84,31.18,27.5
East Uttar Pradesh,1991,875.2,19.5,15.9,818.7,21.1,,29.32,24.74,31.46,31.45,27.4
East Uttar Pradesh,1992,863.4,17.7,15.5,719.0,111.2,,29.23,24.6,31.32,31.28,27.49
East Uttar Pradesh,1993,834.0,6.8,66.1,752.4,8.6,,29.55,25.31,31.61,31.47,27.74
East Uttar Pradesh,1994,910.2,46.9,17.3,835.8,10.2,,29.46,25.09,31.85,31.3,27.52
East Uttar Pradesh,1995,860.5,42.3,6.1,784.5,27.6,,30.18,25.68,32.4,32.01,28.52
East Uttar Pradesh,1996,1010.3,95.2,4.3,831.0,79.8,,29.58,26.3,32.07,31.19,27.29
East Uttar Pradesh,1997,493.3,6.4,29.7,434.3,23.0,,29.05,24.63,31.26,31.77,26.65
East Uttar Pradesh,1998,661.0,18.1,41.0,584.4,17.5,,29.7,24.96,31.89,31.75,27.83
East Uttar Pradesh,1999,952.8,15.5,23.8,839.4,74.1,,29.81,25.16,32.45,31.55,27.95
East Uttar Pradesh,2000,946.8,7.9,52.0,867.4,19.5,0.0,29.75,24.82,32.22,31.25,28.53
East Uttar Pradesh,2001,973.8,2.6,32.2,860.9,78.1,21.0,29.99,25.88,32.61,31.62,28.13
East Uttar Pradesh,2002,689.1,41.1,32.2,591.1,24.7,0.0,30.23,25.37,33.06,32.02,28.36
East Uttar Pradesh,2003,1096.4,50.7,13.4,1015.3,16.9,738.0,29.75,25.32,32.05,31.72,27.7
East Uttar Pradesh,2004,746.9,24.6,34.5,654.6,33.2,8.0,29.79,25.47,32.69,31.42,27.65
East Uttar Pradesh,2005,770.3,28.0,19.2,694.8,28.2,121.0,29.6,24.96,31.81,31.84,27.5
East Uttar Pradesh,2006,632.1,0.0,45.6,574.8,11.8,639.0,30.06,27.44,32.08,31.39,27.78
East Uttar Pradesh,2007,741.2,46.7,57.2,621.6,15.7,132.0,29.84,25.73,32.32,31.4,28.03
East Uttar Pradesh,2008,953.4,5.5,19.3,917.6,10.9,51.0,29.64,24.72,32.11,31.25,28.29
East Uttar Pradesh,2009,610.2,1.1,24.2,496.0,88.9,168.0,30.3,26.51,32.57,32.24,27.96
East Uttar Pradesh,2010,692.2,12.2,14.7,645.2,20.1,960.0,30.13,25.96,33.47,31.43,27.78
East Uttar Pradesh,2011,781.2,3.7,36.7,740.2,0.6,,29.82,25.33,32.07,31.55,28.23
East Uttar Pradesh,2012,602.7,21.5,6.4,573.1,1.8,,29.81,25.03,32.33,31.77,27.88
East Uttar Pradesh,2013,1041.4,65.8,12.6,864.0,99.0,1414.0,29.81,25.58,32.58,31.33,27.83
East Uttar Pradesh,2014,701.2,73.3,27.7,517.1,83.1,200.0,29.72,24.9,31.82,32.0,27.81
East Uttar Pradesh,2015,603.3,34.1,80.0,472.0,17.2,2892.0,29.9,25.74,31.68,31.87,28.27
East Uttar Pradesh,2016,871.7,6.6,48.8,790.3,25.9,,31.63,28.33,34.57,32.28,30.03
East Uttar Pradesh,2017,695.0,9.8,32.2,650.0,3.0,,,,,,
